CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50052345,EL ALTO DELI MEXICAN FOOD,Queens,6001,METROPOLITAN AVE,11385,7184561044,Mexican,08/26/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,08/26/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.712875503631,-73.905304861296,405,30,060100,4061107,4027360059,QN30,
50056552,HANOI HOUSE,Manhattan,119,SAINT MARKS PLACE,10009,2129955010,Asian/Asian Fusion,02/03/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7,A,02/03/2023,10/09/2024,Cycle Inspection / Re-inspection,40.727260453139,-73.984496681914,103,02,003200,1005883,1004360037,MN22,
40392872,MOLLY'S,Manhattan,287,3 AVENUE,10010,2128893361,Irish,03/02/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,03/02/2022,10/09/2024,Cycle Inspection / Re-inspection,40.738373862011,-73.983465650986,106,02,006400,1019650,1009030003,MN21,
50133259,PAIN DE VIE,Queens,21877,HEMPSTEAD AVE,11429,5165473962,Caribbean,08/10/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,10/09/2024,Pre-permit (Operational) / Compliance Inspection,40.713191396399,-73.735470988375,413,27,056800,4230905,4107720043,QN34,
41406255,"TACO BELL, KFC",Manhattan,3645,BROADWAY,10031,2124919151,Chicken,04/19/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,C,04/19/2022,10/09/2024,Cycle Inspection / Re-inspection,40.829692203437,-73.948081003541,109,07,023700,1062449,1020970027,MN04,
50085465,DIVINE EXPRESS CATERING,Brooklyn,992,ATLANTIC AVENUE,11238,7184516330,African,03/20/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,03/20/2024,10/09/2024,Cycle Inspection / Re-inspection,40.680319189777,-73.960719268751,308,35,030500,3027542,3011250007,BK61,
41454233,TASTY BITES,Brooklyn,1456,ST JOHN'S PLACE,11213,3476638092,Caribbean,08/05/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,10/09/2024,Cycle Inspection / Initial Inspection,40.670525029029,-73.930202711341,308,41,034900,3037108,3013850018,BK61,
50089784,DUNKIN,Queens,9331,SUTPHIN BLVD,11435,7182620299,Donuts,07/25/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,,,10/09/2024,Cycle Inspection / Initial Inspection,40.699651859413,-73.807289717929,412,27,020800,4596271,4099980052,QN61,
40743578,EL RUMBERO BAR RESTAURANT,Queens,8205,NORTHERN BOULEVARD,11372,7188033125,Latin American,03/11/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,52,,,10/09/2024,Cycle Inspection / Initial Inspection,40.755576690641,-73.885200468626,403,25,032700,4034499,4014120047,QN28,
41101600,EMPHASIS,Brooklyn,6820,4 AVENUE,11220,7187481319,American,11/16/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,10/09/2024,Cycle Inspection / Initial Inspection,40.635108801068,-74.023329027293,310,43,006800,3145224,3058630046,BK31,
50135835,STACK'D BURGERS,Brooklyn,18,NEVINS STREET,11217,7343535566,Hamburgers,08/17/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,08/17/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.688259521398,-73.981195640568,302,33,003700,3000470,3001610052,BK38,
50124764,FULTON HALAL GRILL,Brooklyn,2214,FULTON STREET,11233,3477891214,Bangladeshi,09/28/2022,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,,,10/09/2024,Pre-permit (Operational) / Reopening Inspection,40.678079007006,-73.907445517827,316,37,036700,3042276,3015530003,BK79,
50008353,WAFELS & DINGES,Manhattan,102,WEST   35 STREET,10001,2125162947,French,05/31/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5,A,05/31/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.750541907818,-73.987541021756,105,04,010900,1089436,1008100045,MN17,
50002562,EXQUISITO RESTAURANT,Queens,2112,36TH AVENUE,11106,7187843505,Spanish,08/09/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,10/09/2024,Cycle Inspection / Initial Inspection,40.759769411236,-73.936581040398,401,26,003300,4004269,4003480019,QN68,
50106427,STARBUCKS COFFEE COMPANY,Queens,4028,COLLEGE POINT BLVD,11354,3477561663,Coffee/Tea,05/01/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,05/01/2023,10/09/2024,Cycle Inspection / Re-inspection,40.757193804815,-73.833974230648,407,20,087100,4539469,4050667503,QN22,
50108129,PKSAR'S BURGER,Queens,4205,35TH AVE,11101,7184339169,Chinese/Japanese,03/15/2023,Violations were cited in the following area(s).,20-06,"Current letter grade or ""Grade Pending"" card not posted.",Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.75431919447,-73.920372768786,401,22,015900,4011000,4006750156,QN70,
50117814,TACO BELL,Queens,6012,NORTHERN BLVD,11377,6465128287,Mexican,06/10/2024,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.753805389019,-73.901954693096,402,25,029300,4027043,4011830001,QN63,
41246951,P.J. CLARKE'S,Manhattan,44,WEST   63 STREET,10023,2129579700,American,11/10/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,11/10/2022,10/09/2024,Cycle Inspection / Re-inspection,40.771486487081,-73.982414008303,107,06,014900,1027465,1011150057,MN14,
50036900,CHAI THAI KITCHEN,Manhattan,930,8 AVENUE,10019,2127078778,Thai,12/05/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,41,,,10/09/2024,Cycle Inspection / Initial Inspection,40.76550311411,-73.983744081538,105,03,013700,1024867,1010270001,MN17,
50120340,ATM VEGAN DELI,Brooklyn,525,DEKALB AVENUE,11205,9177534867,Vegetarian,01/12/2024,Violations were cited in the following area(s).,28-04,Equipment used for ROP not approved by the Department,Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.690860096506,-73.955848590693,303,33,023500,3055263,3019280072,BK69,
50061162,CODE RED,Bronx,1320,EAST GUN HILL ROAD,10469,7188811808,Caribbean,04/12/2023,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,34,,,10/09/2024,Cycle Inspection / Initial Inspection,40.871378316319,-73.848028279305,211,12,035000,2056100,2045890048,BX31,
50113338,CAFE DE COLOMBIA DELIGHTS,Queens,3115,STEINWAY ST,11103,3473312308,Latin American,07/12/2023,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,19,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.760723476362,-73.917556688858,401,22,015500,4011118,4006780035,QN70,
50117450,LYLA'S BODEGA,Manhattan,177,WEST   83 STREET,10024,2127991555,Latin American,03/27/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,44,,,10/09/2024,Cycle Inspection / Initial Inspection,40.785368197909,-73.975560069114,107,06,016900,1032105,1012140001,MN12,
41291373,MATHILDE,Brooklyn,676,5 AVENUE,11215,7187880989,American,03/07/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27,,,10/09/2024,Cycle Inspection / Initial Inspection,40.661776504042,-73.992985867824,307,38,014500,3009265,3006400036,BK32,
50033733,ICHIBANTEI,Manhattan,401,EAST   13 STREET,10009,6463689755,Japanese,01/27/2023,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,21,B,01/27/2023,10/09/2024,Cycle Inspection / Re-inspection,40.730515493118,-73.982731552513,103,02,003400,1006009,1004410001,MN22,
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,10/18/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,10/09/2024,Cycle Inspection / Initial Inspection,40.846430422538,-73.893508068062,206,15,037504,2011973,2030680047,BX17,
50105152,VIVI BUBBLE TEA,Manhattan,1324,2 AVENUE,10021,6468580710,Chinese,02/05/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,50,,,10/09/2024,Cycle Inspection / Initial Inspection,40.767327846361,-73.959425872055,108,05,012600,1044832,1014440050,MN31,
50100677,PRIME CATCH 46,Manhattan,140,WEST   46 STREET,10036,6466014304,Steakhouse,04/07/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22,,,10/09/2024,Cycle Inspection / Initial Inspection,40.757891861943,-73.983478835404,105,04,011900,1022648,1009980052,MN17,
50106262,HEADREST Coffee,Brooklyn,262,IRVING AVENUE,11237,8438478111,Coffee/Tea,12/08/2022,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,12/08/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.699829582562,-73.915836269686,304,37,043300,3075716,3033090026,BK77,
50094590,HOLY SCHNITZEL,Staten Island,438,NOME AVENUE,10314,7187614659,Jewish/Kosher,05/06/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,12,A,05/06/2024,10/09/2024,Cycle Inspection / Re-inspection,40.589742904891,-74.164178450648,502,51,027706,5111196,5024020024,SI24,
50148216,TAZON,Manhattan,462,7 AVENUE,10018,7186197481,Tex-Mex,09/24/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,33,N,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.751747104858,-73.990074503944,105,03,010900,1014429,1007850037,MN17,
41111038,COLOMBIAN RESTAURANT & BAKERY,Brooklyn,4823,4 AVENUE,11220,7184921485,Bakery Products/Desserts,11/01/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,,,10/09/2024,Cycle Inspection / Initial Inspection,40.647404467381,-74.011585590317,307,38,007800,3012571,3007740001,BK32,
40401841,VILLAGE PIZZA,Manhattan,65,8 AVENUE,10014,2122434367,Pizza,03/06/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,26,B,03/06/2023,10/09/2024,Cycle Inspection / Re-inspection,40.739124333525,-74.00304564563,102,03,007700,1011712,1006290042,MN23,
